0,0,0,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,0,0,0,0,-1,0,0,0,4,7,11,11,12,11,12,12,12,12,0,-1.000,3.000,-1.000,0.000,0.000,-1.000,-1.000,16.000,20.000,7.000,11.000,2.000,4.000,11.000,12.000,13.000,6.000,0.000,5.000,5.000,17.000,8.000,6.000
1,1,1,0,-1,0,0,0,0,0,1,1,-1,0,-1,0,0,0,0,0,-1,1,0,1,5,7,11,11,11,11,11,11,12,11,-1,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,628.000,587.000,807.000,884.000,423.000,603.000,637.000,1069.000,1132.000,1101.000,260.000,320.000,369.000,454.000,479.000,627.000
0,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,-2,-1,0,0,0,-1,1,0,1,2,1,10,9,9,9,10,10,10,10,0,-1.000,2.000,-1.000,0.000,0.000,-1.000,-1.000,4418.000,3882.000,4788.000,4036.000,2437.000,2668.000,2913.000,1599.000,1929.000,2298.000,2838.000,3057.000,3257.000,2652.000,3372.000,3055.000
1,1,1,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,-1,2,0,2,0,0,10,8,8,8,9,9,9,9,-1,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,244.000,225.000,117.000,232.000,975.000,824.000,711.000,436.000,278.000,930.000,1033.000,896.000,858.000,504.000,565.000,774.000
-2,-2,-2,-1,1,2,1,1,-1,-2,-2,-2,-1,-1,0,-1,-2,-2,-2,-1,-1,0,0,1,3,0,4,4,5,4,5,5,5,5,-1,0.000,0.000,-1.000,0.000,0.000,0.000,0.000,0.000,8.000,1.000,2.000,1.000,4.000,1.000,1.000,3.000,7.000,2.000,7.000,11.000,5.000,13.000,7.000
-2,-1,-2,-1,1,2,1,1,-2,-2,-2,-2,-1,-1,0,-1,-2,-2,-2,-1,-1,2,0,2,3,3,8,7,7,7,7,6,6,6,1,0.000,3.000,-1.000,0.000,0.000,-1.000,0.000,1.000,7.000,1.000,0.000,1.000,1.000,1.000,2.000,1.000,2.000,7.000,2.000,1.000,2.000,2.000,1.000
0,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,1,-1,0,0,15,15,15,16,16,15,15,15,0,-1.000,2.000,-1.000,0.000,0.000,-1.000,-1.000,1.000,12.000,0.000,1.000,1.000,7.000,4.000,1.000,10.000,14.000,1.000,1.000,1.000,3.000,2.000,1.000
0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,2,0,2,5,0,9,9,9,9,8,8,9,8,0,-1.000,1.000,-1.000,0.000,0.000,-1.000,-1.000,299.000,243.000,762.000,557.000,287.000,296.000,279.000,184.000,193.000,226.000,45.000,76.000,93.000,120.000,112.000,141.000
0,0,0,0,-1,-1,-2,-2,-1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,0,2,0,4,16,16,16,16,16,16,16,16,0,-1.000,2.000,-1.000,0.000,0.000,-1.000,-1.000,21.000,21.000,24.000,31.000,12.000,6.000,13.000,3.000,21.000,17.000,26.000,25.000,35.000,22.000,16.000,28.000
0,1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,0,-1,0,-1,2,0,2,2,3,13,13,13,13,13,13,13,13,0,-1.000,2.000,-1.000,0.000,0.000,-1.000,-1.000,691.000,430.000,906.000,820.000,1646.000,1658.000,1802.000,669.000,885.000,814.000,1869.000,1826.000,1798.000,1377.000,1455.000,1247.000
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,-1,1,0,12,14,3,4,4,4,5,5,5,5,1,-1.000,3.000,-1.000,0.000,0.000,-1.000,0.000,3.000,1.000,0.000,1.000,1.000,0.000,1.000,0.000,1.000,1.000,2.000,2.000,2.000,1.000,2.000,1.000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,5,0,7,6,6,7,7,7,6,7,1,0.000,3.000,-1.000,0.000,0.000,-1.000,-1.000,217.000,222.000,1061.000,617.000,941.000,1296.000,1039.000,347.000,449.000,308.000,301.000,387.000,485.000,405.000,523.000,524.000
